neuron_label,root_id,cell_type,subtype,branch_idx,branch_order,mean_diameter_nm,total_length_nm,electrotonic_length,soma_distance_nm,synapse_count,exc_count,inh_count,exc_fraction,regime,clark_evans_raw,interval_cv_raw,pairwise_compactness_raw,clark_evans_z,interval_cv_z,pairwise_compactness_z
inh_NGC_864691136145537844,864691136145537844,inhibitory_NGC,NGC,86,7,392.64285714285717,67831.36311922845,0.18749613569469137,673272.3913955508,0,0,0,,2,,,,,,
inh_NGC_864691136145537844,864691136145537844,inhibitory_NGC,NGC,87,12,785.1538461538462,71188.24333264571,0.13915266313851596,746267.6600449599,85,0,10,0.0,1,0.9613080081177967,0.9259620403134161,0.33085985375613786,-0.3719511155829715,-0.498548661594069,-0.16955519391751114
inh_NGC_864691136145537844,864691136145537844,inhibitory_NGC,NGC,88,12,815.5,13581.416670290011,0.026049159683018745,717464.2467137821,22,1,2,0.3333333333333333,0,0.8771121485088372,1.02362930917613,0.3635128001586379,-0.40130329733678965,0.47538875000251546,0.9323185376636385
inh_NGC_864691136145537844,864691136145537844,inhibitory_NGC,NGC,89,19,268.5833333333333,123985.8132036107,0.4143745675098822,1561516.6142307867,0,0,0,,2,,,,,,
inh_NGC_864691136145537844,864691136145537844,inhibitory_NGC,NGC,90,19,250.0,28782.73182875949,0.09970630781608261,1513915.0735433612,0,0,0,,1,,,,,,
inh_NGC_864691136145537844,864691136145537844,inhibitory_NGC,NGC,91,11,551.1034482758621,72286.64884832347,0.16865613934678977,697165.4610858428,59,2,4,0.3333333333333333,2,0.994495635605631,0.9377889380047388,0.3610694620356464,0.13337317279099012,-0.3033115247723076,1.3205976560573052
inh_NGC_864691136145537844,864691136145537844,inhibitory_NGC,NGC,92,11,672.5555555555555,30875.51949507865,0.06520949225738004,676459.8964092204,35,1,0,1.0,1,0.9802815600036816,0.8438807963603479,0.3125545685202781,0.030410415541058656,-0.7600010711668957,-0.8389189745058232
inh_NGC_864691136145537844,864691136145537844,inhibitory_NGC,NGC,93,8,355.6842105263158,52343.69378024415,0.1520171900948455,756582.0203616315,0,0,0,,2,,,,,,
inh_NGC_864691136145537844,864691136145537844,inhibitory_NGC,NGC,94,8,344.0295566502463,345896.40464709094,1.0214304424783736,903358.375795055,0,0,0,,2,,,,,,
inh_NGC_864691136145537844,864691136145537844,inhibitory_NGC,NGC,95,7,405.2,24205.88939977193,0.06586382577830503,619610.0851982031,0,0,0,,1,,,,,,
inh_NGC_864691136145537844,864691136145537844,inhibitory_NGC,NGC,96,7,349.42857142857144,122903.03297319243,0.3601173299501398,668958.6569849133,0,0,0,,2,,,,,,
inh_NGC_864691136145537844,864691136145537844,inhibitory_NGC,NGC,97,11,391.5151515151515,139691.3706951246,0.38668374787226845,396205.98417721735,0,0,0,,2,,,,,,
inh_NGC_864691136145537844,864691136145537844,inhibitory_NGC,NGC,98,11,408.3333333333333,9073.644095920728,0.024594327446441855,330897.1208776154,0,0,0,,0,,,,,,
inh_NGC_864691136145537844,864691136145537844,inhibitory_NGC,NGC,99,12,687.939393939394,182669.42686784858,0.381462107461162,764190.6511707804,157,1,15,0.0625,2,0.9592028145373542,0.9527250530456675,0.3284844496718267,-0.5845798131694526,-0.4633391925039032,-0.44208235780647975
inh_NGC_864691136145537844,864691136145537844,inhibitory_NGC,NGC,100,12,589.304347826087,111625.80374173007,0.2518577989820451,728668.8396077212,104,4,6,0.4,2,1.025440039689534,0.7807149152357487,0.32645985946005696,0.4756172506483699,-2.1624809597201513,-0.4822307815759993
inh_NGC_864691136145537844,864691136145537844,inhibitory_NGC,NGC,101,12,270.5,3700.1777306545036,0.012322521304302503,811329.9988943887,0,0,0,,0,,,,,,
inh_NGC_864691136145537844,864691136145537844,inhibitory_NGC,NGC,102,12,320.65625,157888.97472261166,0.4829393322657067,888424.3973903672,0,0,0,,2,,,,,,
inh_NGC_864691136145537844,864691136145537844,inhibitory_NGC,NGC,103,12,293.88235294117646,38904.511952904024,0.1243007773893749,1229323.5844859015,0,0,0,,1,,,,,,
inh_NGC_864691136145537844,864691136145537844,inhibitory_NGC,NGC,104,12,357.10526315789474,76239.82444793705,0.22097563443030552,1247991.240733418,0,0,0,,2,,,,,,
inh_NGC_864691136145537844,864691136145537844,inhibitory_NGC,NGC,105,12,538.5384615384615,94925.53628611795,0.2240450349981862,739360.4242998187,74,0,2,0.0,2,1.1268917209502005,0.7762067554666332,0.3488519727886518,1.4868441508962176,-1.8837706001159058,0.8687315773591229
